study_id,study_label,design_type,N_study,yi,vi,se,ci_lb,ci_ub
6,Hinkka et al 2016,controlled,242,0.1690310366682648,0.01658795762677097,0.1287942453169821,-0.08340568415302013,0.42146775748954973
9,Knill-Jones et al. 2024,single_group,13,-0.19373140941804856,0.06958300602203686,0.2637859094455897,-0.7107517919314044,0.32328897309530724
